transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
5847,98,181,27/6/2017,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0
5848,67,1118,31/3/2017,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
5849,22,1560,18/5/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
5850,100,2930,10/1/2017,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0
5851,43,3150,23/4/2017,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0
5852,77,2400,10/10/2017,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38193.0
5853,5,2585,15/9/2017,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0
5854,42,2785,21/1/2017,False,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,37873.0
5855,90,2637,5/8/2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,42458.0
5856,100,2715,18/5/2017,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0
5857,62,2425,16/7/2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72,36146.0
5858,87,2454,31/8/2017,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,36145.0
5859,14,401,19/8/2017,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0
5860,52,2872,6/12/2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37823.0
5861,37,1792,12/6/2017,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
5862,0,2404,28/12/2017,False,Approved,Solex,Standard,medium,medium,1672.07,556.0469514720102,38199.77654900773
5863,0,705,21/3/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
5864,4,2053,15/12/2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37659.0
5865,60,1038,28/11/2017,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,34143.0
5866,80,2914,20/2/2017,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0
5867,10,2998,18/2/2017,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,41922.0
5868,35,1821,23/11/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40784.0
5869,66,238,9/1/2017,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40410.0
5870,9,1611,19/11/2017,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,39031.0
5871,8,2779,27/11/2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13,38693.0
5872,56,3443,13/2/2017,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779.0
5873,55,1292,21/3/2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
5874,40,2054,11/6/2017,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39526.0
5875,87,2481,23/1/2017,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,37874.0
5876,95,1713,21/6/2017,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0
5877,67,138,1/1/2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
5878,73,797,18/8/2017,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0
5879,20,242,21/8/2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0
5880,56,597,18/4/2017,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
5881,89,2294,18/10/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0
5882,44,322,9/1/2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41064.0
5883,0,3451,2/12/2017,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0
5884,86,1727,7/8/2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0
5885,88,1118,10/7/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37874.0
5886,0,277,5/3/2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0
5887,38,1825,28/10/2017,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
5888,95,731,5/12/2017,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0
5889,81,1407,19/1/2017,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,35667.0
5890,13,328,6/2/2017,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0
5891,81,977,12/1/2017,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,38991.0
5892,3,1590,22/3/2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37823.0
5893,73,2013,13/4/2017,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,37873.0
5894,94,3186,7/5/2017,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
5895,38,1007,2/3/2017,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
5896,2,2605,3/4/2017,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40553.0
5897,46,3411,7/9/2017,True,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0
5898,0,289,28/9/2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
5899,73,2937,23/12/2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0
5900,85,693,13/12/2017,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,34079.0
5901,57,2153,6/10/2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
5902,15,172,22/2/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0
5903,0,329,21/5/2017,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37220.0
5904,2,2274,15/8/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0
5905,0,664,7/10/2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
5906,34,2922,5/7/2017,True,Cancelled,Norco Bicycles,Road,high,large,774.53,464.72,35560.0
5907,29,2763,5/2/2017,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,37698.0
5908,71,1047,14/8/2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
5909,74,3482,11/1/2017,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,42226.0
5910,25,41,22/2/2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0
5911,86,617,2/9/2017,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0
5912,14,3450,24/4/2017,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0
5913,87,3234,3/8/2017,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0
5914,26,2780,4/6/2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33888.0
5915,59,3306,15/4/2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0
5916,23,1424,15/10/2017,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833.0
5917,59,2671,24/6/2017,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0
5918,23,2641,13/1/2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,40670.0
5919,100,273,28/5/2017,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0
5920,98,115,21/9/2017,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0
5921,11,3342,31/8/2017,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
5922,8,1831,1/4/2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0
5923,9,2664,25/1/2017,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0
5924,66,57,25/11/2017,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,37499.0
5925,51,100,10/5/2017,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41848.0
5926,21,1556,28/6/2017,False,Approved,Solex,Standard,medium,large,1071.23,380.74,36334.0
5927,66,558,25/11/2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0
5928,88,73,5/4/2017,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0
5929,59,657,10/6/2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0
5930,26,1693,13/4/2017,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
5931,53,490,25/7/2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0
5932,41,1164,30/5/2017,False,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
5933,44,2651,13/2/2017,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,34071.0
5934,74,3475,25/6/2017,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0
5935,45,1586,14/12/2017,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0
5936,74,514,11/4/2017,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,33429.0
5937,64,573,17/4/2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,36668.0
5938,31,1344,9/12/2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0
5939,59,1452,28/12/2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0
5940,35,3008,9/2/2017,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,37659.0
5941,26,3432,5/8/2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33455.0
5942,35,2310,7/10/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0
5943,12,2591,27/8/2017,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0
5944,1,2054,23/7/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38573.0
5945,47,2680,19/4/2017,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41064.0
5946,0,3101,2/10/2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
5947,63,1543,14/8/2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
5948,12,2509,27/4/2017,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0
5949,53,473,6/9/2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,33259.0
5950,20,1160,20/7/2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0
5951,100,798,29/6/2017,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0
5952,87,2109,28/12/2017,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,36668.0
5953,58,698,17/5/2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,38339.0
5954,23,2015,18/4/2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0
5955,6,2959,18/8/2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38216.0
5956,21,10,20/6/2017,True,Approved,Solex,Standard,medium,large,1071.23,380.74,34115.0
5957,10,1157,23/6/2017,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,42560.0
5958,73,2207,29/6/2017,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,36668.0
5959,31,1693,27/1/2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0
5960,0,2159,11/7/2017,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,33552.0
5961,19,329,25/1/2017,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,42560.0
5962,75,3402,6/10/2017,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0
5963,71,765,24/11/2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
5964,32,312,19/7/2017,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,34527.0
5965,86,2592,16/6/2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36145.0
5966,10,1514,26/9/2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0
5967,34,3461,19/7/2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,36361.0
5968,20,1666,30/4/2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,41701.0
5969,8,2667,26/5/2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13,38216.0
5970,15,27,18/6/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0
5971,0,3372,28/1/2017,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0
5972,58,937,20/1/2017,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0
5973,88,2638,10/8/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0
5974,7,3287,24/3/2017,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38693.0
5975,72,2208,7/9/2017,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0
5976,57,3132,11/10/2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,40779.0
5977,36,3310,24/6/2017,False,Approved,Solex,Standard,low,medium,945.04,507.58,40618.0
5978,9,1794,13/11/2017,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0
5979,58,75,26/5/2017,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0
5980,44,1086,15/9/2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41009.0
5981,42,901,15/7/2017,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,40672.0
5982,98,167,3/11/2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42295.0
5983,82,1875,11/9/2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888.0
5984,84,999,7/10/2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42696.0
5985,39,12,21/8/2017,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0
5986,92,973,12/6/2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
5987,25,3143,30/7/2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0
5988,0,511,19/12/2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
5989,9,3055,1/11/2017,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33879.0
5990,12,465,11/5/2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,37838.0
5991,77,2874,5/4/2017,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0
5992,35,602,8/5/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0
5993,55,1084,15/3/2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
5994,0,1738,7/2/2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37668.0
5995,65,99,8/9/2017,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
5996,0,281,28/6/2017,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,35667.0
5997,76,1947,8/6/2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38193.0
5998,0,37,5/7/2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
5999,66,2372,12/11/2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0
6000,1,2858,13/9/2017,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41434.0
6001,46,3058,18/1/2017,False,Approved,Solex,Standard,low,medium,1289.85,74.51,38573.0
6002,29,2878,11/11/2017,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42458.0
6003,9,3026,9/1/2017,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34586.0
6004,28,11,2/4/2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0
6005,65,707,10/9/2017,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,33879.0
6006,88,1691,18/3/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165.0
6007,80,2198,25/11/2017,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35667.0
6008,99,158,19/2/2017,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0
6009,64,579,16/7/2017,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0
6010,79,2219,17/1/2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03,38482.0
6011,81,1302,22/5/2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,36145.0
6012,5,908,18/4/2017,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,42560.0
6013,11,1385,11/1/2017,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
6014,65,305,12/2/2017,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
6015,9,2485,21/6/2017,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,37838.0
6016,56,252,24/9/2017,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,36146.0
6017,34,1900,3/9/2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,35560.0
6018,71,2850,16/1/2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75,38193.0
6019,0,2240,9/11/2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,42458.0
6020,1,2967,20/12/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0
6021,8,459,22/11/2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13,38693.0
6022,2,630,14/9/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62,37659.0
6023,97,3020,28/4/2017,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,35378.0
6024,0,1559,2/8/2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36833.0
6025,92,1504,28/2/2017,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37874.0
6026,17,1641,19/1/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
6027,13,1267,11/8/2017,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345.0
6028,5,829,29/6/2017,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0
6029,49,3030,3/9/2017,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0
6030,35,380,3/6/2017,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0
6031,91,3377,11/8/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26,38002.0
6032,22,1777,3/1/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
6033,32,201,15/8/2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0
6034,60,2509,5/12/2017,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0
6035,85,425,5/12/2017,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36145.0
6036,71,1177,19/9/2017,True,Approved,Solex,Standard,high,large,1842.92,1105.75,38193.0
6037,31,2412,16/3/2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0
6038,59,223,27/2/2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58,41047.0
6039,53,1493,3/5/2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
6040,0,3375,26/5/2017,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,35052.0
6041,44,2507,22/8/2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41848.0
6042,33,173,10/2/2017,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498.0
6043,46,2545,9/7/2017,True,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0
6044,56,14,13/11/2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
6045,76,330,3/5/2017,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77,36498.0
6046,21,1917,1/4/2017,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0
6047,91,3360,12/3/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0
6048,91,1925,23/7/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26,38002.0
6049,33,1494,25/4/2017,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35052.0
6050,83,593,23/1/2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0
6051,39,3232,17/11/2017,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40672.0
6052,30,560,24/2/2017,False,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0
6053,90,905,4/9/2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
6054,64,1443,20/7/2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647.0
6055,80,602,12/8/2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40487.0
6056,39,268,22/1/2017,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0
6057,52,2386,9/2/2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0
6058,27,2082,3/8/2017,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698.0
6059,81,1970,12/8/2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0
6060,10,1144,26/3/2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,37873.0
6061,89,3004,18/4/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367.0
6062,80,2527,20/9/2017,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0
6063,88,2066,1/10/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165.0
6064,50,680,15/9/2017,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,35052.0
6065,56,2944,12/5/2017,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
6066,5,1980,18/10/2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40784.0
6067,57,565,22/5/2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,40779.0
6068,21,1600,20/5/2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0
6069,18,120,20/6/2017,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,41533.0
6070,60,134,16/12/2017,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172.0
6071,83,446,30/8/2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03,36367.0
6072,0,2930,1/3/2017,True,Approved,Solex,Standard,medium,medium,1099.68,556.0469514720102,38199.77654900773
6073,17,1650,20/12/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0
6074,22,203,5/5/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,36334.0
6075,62,1575,28/4/2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
6076,22,1047,3/11/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
6077,14,3081,21/8/2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75,38859.0
6078,22,232,4/3/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
6079,6,1629,4/3/2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0
6080,0,2990,16/12/2017,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0
6081,88,2731,21/3/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36367.0
6082,99,2095,21/3/2017,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0
6083,79,3440,10/4/2017,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0
6084,9,887,14/2/2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0
6085,60,1522,23/2/2017,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0
6086,3,726,8/9/2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37823.0
6087,80,1594,11/2/2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42218.0
6088,0,3197,20/11/2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
6089,89,1390,29/12/2017,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0
6090,22,416,5/7/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42696.0
6091,94,1093,22/9/2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
6092,27,55,7/6/2017,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,39031.0
6093,0,3129,5/3/2017,False,Approved,Solex,Road,medium,medium,416.98,312.74,33455.0
6094,32,1950,7/9/2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0
6095,62,1103,4/10/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
6096,82,2445,13/12/2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0
6097,86,928,18/3/2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,35560.0
6098,69,1184,11/5/2017,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0
6099,74,2155,27/5/2017,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0
6100,66,1191,17/11/2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,33879.0
6101,96,3325,4/9/2017,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
6102,22,543,14/7/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33455.0
6103,18,489,28/8/2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45,42404.0
6104,25,1886,18/8/2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0
6105,86,1274,30/11/2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0
6106,90,2464,8/10/2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
6107,10,2627,3/10/2017,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0
6108,90,3119,25/12/2017,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0
6109,79,1288,3/3/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206.0
6110,94,884,29/12/2017,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
6111,37,588,12/4/2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
6112,48,2910,14/11/2017,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,39915.0
6113,38,1695,23/11/2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41701.0
6114,99,652,4/8/2017,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0
6115,82,2661,12/10/2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,34115.0
6116,77,2914,19/11/2017,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,41533.0
6117,66,2331,6/10/2017,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0
6118,11,3479,19/3/2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
